ESTADO;INSTRUMENTO;NO_MACROREGIONAL;REGIAO;MUNICIPIO;STATUS;FASE;ANO;DATA_PROCESSAMENTO
MA;2º RDQA;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Zé Doca;CENTRO NOVO DO MARANHAO;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Aprovado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Avaliado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Em Análise no Conselho de Saúde;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;CHAPADINHA;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Aprovado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Avaliado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO SUL;Açailândia;CIDELANDIA;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO LESTE;Codó;CODO;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;CODO;Aprovado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;CODO;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO LESTE;Caxias;COELHO NETO;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Caxias;COELHO NETO;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Avaliado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Avaliado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Avaliado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Caxias;COELHO NETO;Em Elaboração;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Caxias;COELHO NETO;Em Análise no Conselho de Saúde;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Em Análise no Conselho de Saúde;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Em Análise no Conselho de Saúde;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Em Análise no Conselho de Saúde;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Caxias;COELHO NETO;Aprovado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Caxias;COELHO NETO;Em Análise no Conselho de Saúde;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Avaliado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Avaliado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Avaliado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Caxias;COELHO NETO;Aprovado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Caxias;COELHO NETO;Em Análise no Conselho de Saúde;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Não Iniciado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Caxias;COELHO NETO;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Caxias;COELHO NETO;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO LESTE;São João dos Patos;COLINAS;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Aprovado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Avaliado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Em Análise no Conselho de Saúde;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;CONCEICAO DO LAGO-ACU;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO LESTE;Codó;COROATA;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Codó;COROATA;Aprovado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Em Análise no Conselho de Saúde;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Em Análise no Conselho de Saúde;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Codó;COROATA;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Aprovado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Aprovado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Aprovado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Aprovado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Avaliado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Não Iniciado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Não Iniciado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Aprovado;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Não Iniciado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;CURURUPU;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Aprovado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Aprovado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Aprovado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Aprovado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Avaliado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Aprovado;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Em Elaboração;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Não Iniciado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO SUL;Imperatriz;DAVINOPOLIS;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Avaliado;2022-2025;2022;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Avaliado;2022-2025;2022;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Avaliado;2022-2025;2022;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Aprovado;2022-2025;2022;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Aprovado;2022-2025;2023;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Avaliado;2022-2025;2023;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Avaliado;2022-2025;2023;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Avaliado;2022-2025;2023;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Aprovado;2022-2025;2023;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Aprovado;2022-2025;2024;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Não Iniciado;2022-2025;2024;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Não Iniciado;2022-2025;2024;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Não Iniciado;2022-2025;2024;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Em Elaboração;2022-2025;2024;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Em Elaboração;2022-2025;2025;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Não Iniciado;2022-2025;2025;2025-10-20
MA;2º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Não Iniciado;2022-2025;2025;2025-10-20
MA;3º RDQA;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Não Iniciado;2022-2025;2025;2025-10-20
MA;RAG;MACRORREGIAO LESTE;Presidente Dutra;DOM PEDRO;Não Iniciado;2022-2025;2025;2025-10-20
MA;Plano de Saúde;MACRORREGIAO LESTE;Caxias;DUQUE BACELAR;Aprovado;2022-2025;;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO LESTE;Caxias;DUQUE BACELAR;Aprovado;2022-2025;2022;2025-10-20
MA;1º RDQA;MACRORREGIAO LESTE;Caxias;DUQUE BACELAR;Não Iniciado;2022-2025;2022;2025-10-20
